name,institution,publish_date,doi,cite,abstract,introduction,Title,Url,Time,Year,Type,Unnamed: 0
Jurek Zbigniew J.,"Institute of Mathematics, University of Wrocław, Pl. Grunwaldzki 2/4, 50-384 Wrocław, Poland","Received 12 October 2022, Revised 16 February 2023, Accepted 24 February 2023, Available online 27 February 2023, Version of Record 4 March 2023.",https://doi.org/10.1016/j.spl.2023.109814,Cited by (0),Selfdecomposable variables obtained from series of Laplace (double exponential) variables are objects of this study. We prove that hyperbolic-sine and hyperbolic-cosine variables are in the difference of the Urbanik classes ==== and ==== while generalized logistic variable is at least in the Urbanik class ====. Hence some ratios of those corresponding selfdecomposable characteristic functions are again selfdecomposable.,None,Which Urbanik class ,https://www.sciencedirect.com/science/article/pii/S016771522300038X,27 February 2023,2023,Research Article,39.0
"Li Yuling,Zhou Huanchao,Hu Jiang","KLASMOE and School of Mathematics & Statistics, Northeast Normal University, Changchun, China","Received 23 August 2022, Revised 30 January 2023, Accepted 22 February 2023, Available online 26 February 2023, Version of Record 6 March 2023.",https://doi.org/10.1016/j.spl.2023.109811,Cited by (0),", where ==== are ==== random matrices with independent and identically distributed entries, ==== and ==== are non-random matrices. It is shown that as ====, the VESD of ==== has a deterministic limit under some mild conditions. The theoretical result is applied to the model selection problems in high dimensional linear regression model.",None,The eigenvector LSD of information plus noise matrices and its application to linear regression model,https://www.sciencedirect.com/science/article/pii/S0167715223000354,26 February 2023,2023,Research Article,40.0
"Edelmann Dominic,Richards Donald,Royen Thomas","Division of Biostatistics, German Cancer Research Center, Im Neuenheimer Feld 280, 69120 Heidelberg, Germany,Department of Statistics, Pennsylvania State University, University Park, PA 16802, USA,University of Applied Sciences, D-55411 Bingen, Germany","Received 13 April 2022, Revised 30 August 2022, Accepted 24 February 2023, Available online 26 February 2023, Version of Record 1 March 2023.",https://doi.org/10.1016/j.spl.2023.109820,Cited by (1),"The Gaussian product inequality is an important conjecture concerning the moments of Gaussian random vectors. While all attempts to prove the Gaussian product inequality in full generality have been unsuccessful to date, numerous partial results have been derived in recent decades and we provide here further results on the problem. Most importantly, we establish a strong version of the Gaussian product inequality for multivariate gamma distributions in the case of nonnegative correlations, thereby extending a result recently derived by Genest and Ouimet (2021). Further, we show that the Gaussian product inequality holds with nonnegative exponents for all random vectors with positive components whenever the underlying vector is positively upper orthant dependent. Finally, we show that the Gaussian product inequality with ==== follows directly from the Gaussian correlation inequality.",None,"Product inequalities for multivariate Gaussian, gamma, and positively upper orthant dependent distributions",https://www.sciencedirect.com/science/article/pii/S0167715223000445,26 February 2023,2023,Research Article,41.0
Bravo Francesco,"Department of Economics, University of York, York YO10 5DD, UK","Received 1 September 2021, Revised 19 January 2023, Accepted 17 February 2023, Available online 25 February 2023, Version of Record 14 March 2023.",https://doi.org/10.1016/j.spl.2023.109805,Cited by (0),"This paper investigates estimation of nonparametric general estimating equations. The paper considers estimators based on local polynomial versions of the generalized method of moments and the generalized empirical likelihood approaches, and derives their ==== under weak dependency of the observations.",None,Local polynomial estimation of nonparametric general estimating equations,https://www.sciencedirect.com/science/article/pii/S0167715223000299,25 February 2023,2023,Research Article,42.0
"Wang Jian,Zhai Jianliang,Zhu Jiahui","School of Mathematical Sciences, University of Science and Technology of China, Hefei, 230026, China,School of Science, Zhejiang University of Technology, Hangzhou, 310019, China","Received 13 July 2022, Revised 5 February 2023, Accepted 17 February 2023, Available online 24 February 2023, Version of Record 11 March 2023.",https://doi.org/10.1016/j.spl.2023.109810,Cited by (0),. Our results cover all either focusing or defocusing nonlinearity in the full subcritical range of exponents as in the deterministic case.,None,The stochastic nonlinear Schrödinger equations driven by pure jump noise,https://www.sciencedirect.com/science/article/pii/S0167715223000342,24 February 2023,2023,Research Article,43.0
"Zhang Bin,Yao Zhigang,Liu Junfeng","School of Statistics and Data Science, Nanjing Audit University, Nanjing, China","Received 22 July 2022, Revised 26 January 2023, Accepted 17 February 2023, Available online 24 February 2023, Version of Record 28 February 2023.",https://doi.org/10.1016/j.spl.2023.109807,Cited by (0),"In this paper, we study a class of nonlinear stochastic heat equations ==== where ",None,On a class of mixed stochastic heat equations driven by spatially homogeneous Gaussian noise,https://www.sciencedirect.com/science/article/pii/S0167715223000317,24 February 2023,2023,Research Article,44.0
"Gao Qingwu,Lin Jia’nan,Liu Xijun","School of Statistics and Data Science, Nanjing Audit University, Nanjing, China,Aviation Maintenance NCO Academy, Air Force Engineering University, Xinyang, China","Received 14 August 2022, Revised 30 January 2023, Accepted 17 February 2023, Available online 24 February 2023, Version of Record 27 February 2023.",https://doi.org/10.1016/j.spl.2023.109809,Cited by (1), in a ====-interval.,None,Large deviations of aggregate amount of claims in compound risk model with arbitrary dependence between claim sizes and waiting times,https://www.sciencedirect.com/science/article/pii/S0167715223000330,24 February 2023,2023,Research Article,45.0
"Maeda Takashi,Unten Yuya","Department of Mathematical Sciences, University of the Ryukyus, 903-0213, Okinawa, Japan","Received 4 April 2022, Revised 12 February 2023, Accepted 17 February 2023, Available online 24 February 2023, Version of Record 10 March 2023.",https://doi.org/10.1016/j.spl.2023.109808,Cited by (0),"We provide a formula for the expected waiting time until more than one words appear among given words in a random sequence, and show that distributions of random variables of waiting times of words and their reversals are the same.",None,On expected waiting time until given words appear in random sequence,https://www.sciencedirect.com/science/article/pii/S0167715223000329,24 February 2023,2023,Research Article,46.0
"Diez Charles-Philippe,Tudor Ciprian A.","CNRS, Université de Lille, Laboratoire Paul Painlevé UMR 8524, F-59655 Villeneuve d’Ascq, France","Received 15 January 2022, Revised 20 October 2022, Accepted 14 February 2023, Available online 21 February 2023, Version of Record 3 March 2023.",https://doi.org/10.1016/j.spl.2023.109804,Cited by (0),Let ==== be a ==== random matrix with independent Gaussian entries. Then it is well-known that ,None,Berry-Essén theorem for random determinants,https://www.sciencedirect.com/science/article/pii/S0167715223000287,21 February 2023,2023,Research Article,47.0
"Li Yanpeng,Tian Boping","School of Mathematics, Harbin Institute of Technology, 150001, China,Department of Statistics and Data Science, National University of Singapore, 117546, Singapore","Received 30 August 2022, Revised 6 February 2023, Accepted 13 February 2023, Available online 19 February 2023, Version of Record 24 February 2023.",https://doi.org/10.1016/j.spl.2023.109803,Cited by (0),"This document establishes the optimal non-asymptotic concentration of the Kullback–Leibler divergence between the empirical distribution and the true distribution around its mean in the regime of ====, where ==== and ==== are the alphabet size and sample size, respectively.",None,Optimal non-asymptotic concentration of centered empirical relative entropy in the high-dimensional regime,https://www.sciencedirect.com/science/article/pii/S0167715223000275,19 February 2023,2023,Research Article,48.0
"Maejima Makoto,Sakuma Noriyoshi","Keio University, 3-14-1, Hiyoshi, Yokohama 223-8522, Japan,Graduate School of Natural Sciences, Nagoya City University, 1, Yamanohata, Mizuho-cho, Mizuho-ku, Nagoya 467-8501, Japan","Received 11 October 2022, Revised 6 January 2023, Accepted 12 February 2023, Available online 16 February 2023, Version of Record 24 February 2023.",https://doi.org/10.1016/j.spl.2023.109802,Cited by (0),We study the free ,None,Rates of convergence in the free central limit theorem,https://www.sciencedirect.com/science/article/pii/S0167715223000263,16 February 2023,2023,Research Article,49.0
